orderID,productID,quantity,discount,orderDate,requiredDate,freight,unitPrice,customerID,employeeID,shipperID,shippedDate
10249,14,9,0,2013-07-05,2013-08-16,11.609999656677246,23.25,TOMSP,3,1,2013-07-10
10249,14,9,0,2013-07-05,2013-08-16,11.609999656677246,23.25,TOMSP,4,1,2013-07-10
10249,14,9,0,2013-07-05,2013-08-16,11.609999656677246,23.25,TOMSP,2,1,2013-07-10
10249,14,9,0,2013-07-05,2013-08-16,11.609999656677246,23.25,TOMSP,3,1,2013-07-10
10249,14,9,0,2013-07-05,2013-08-16,11.609999656677246,23.25,TOMSP,6,1,2013-07-10
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,9,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,8,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,1,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,4,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,3,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,4,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,3,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,2,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,1,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,3,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,3,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,4,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,5,2,2013-07-12
10250,65,15,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,21.049999237060547,HANAR,1,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,9,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,8,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,1,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,4,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,3,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,4,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,3,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,2,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,1,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,3,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,3,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,4,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,5,2,2013-07-12
10250,41,10,0,2013-07-08,2013-08-05,65.830001831054688,9.6499996185302734,HANAR,1,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,9,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,8,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,1,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,4,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,3,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,4,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,3,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,2,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,1,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,3,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,3,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,4,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,5,2,2013-07-12
10250,51,35,0.15000000596046448,2013-07-08,2013-08-05,65.830001831054688,53,HANAR,1,2,2013-07-12
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,4,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,3,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,1,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,3,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,2,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,4,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,8,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,1,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,3,1,2013-07-15
10251,65,20,0,2013-07-08,2013-08-05,41.340000152587891,21.049999237060547,VICTE,8,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,4,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,3,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,1,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,3,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,2,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,4,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,8,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,1,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,3,1,2013-07-15
10251,57,15,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,19.5,VICTE,8,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,4,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,3,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,1,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,3,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,2,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,4,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,8,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,1,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,3,1,2013-07-15
10251,22,6,0.05000000074505806,2013-07-08,2013-08-05,41.340000152587891,21,VICTE,8,1,2013-07-15
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,7,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,2,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,1,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,4,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,6,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,4,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,9,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,2,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,5,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,5,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,4,2,2013-07-11
10252,60,40,0,2013-07-09,2013-08-06,51.299999237060547,34,SUPRD,4,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,7,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,2,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,1,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,4,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,6,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,4,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,9,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,2,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,5,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,5,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,4,2,2013-07-11
10252,20,40,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,81,SUPRD,4,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,7,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,2,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,1,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,4,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,6,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,4,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,9,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,2,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,5,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,5,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,4,2,2013-07-11
10252,33,25,0.05000000074505806,2013-07-09,2013-08-06,51.299999237060547,2.5,SUPRD,4,2,2013-07-11
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,3,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,4,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,3,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,4,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,3,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,1,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,2,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,1,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,9,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,5,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,3,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,4,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,8,2,2013-07-16
10253,31,20,0,2013-07-10,2013-07-24,58.169998168945313,12.5,HANAR,1,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,3,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,4,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,3,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,4,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,3,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,1,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,2,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,1,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,9,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,5,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,3,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,4,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,8,2,2013-07-16
10253,39,42,0,2013-07-10,2013-07-24,58.169998168945313,18,HANAR,1,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,3,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,4,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,3,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,4,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,3,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,1,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,2,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,1,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,9,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,5,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,3,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,4,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,8,2,2013-07-16
10253,49,40,0,2013-07-10,2013-07-24,58.169998168945313,20,HANAR,1,2,2013-07-16
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,1,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,7,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,6,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,3,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,4,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,6,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,5,2,2013-07-23
10254,24,15,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,4.5,CHOPS,4,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,1,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,7,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,6,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,3,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,4,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,6,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,5,2,2013-07-23
10254,55,21,0.15000000596046448,2013-07-11,2013-08-08,22.979999542236328,24,CHOPS,4,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,1,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,7,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,6,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,3,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,4,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,6,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,5,2,2013-07-23
10254,74,21,0,2013-07-11,2013-08-08,22.979999542236328,10,CHOPS,4,2,2013-07-23
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,4,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,3,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,9,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,8,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,9,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,7,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,3,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,4,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,7,3,2013-07-15
10255,16,35,0,2013-07-12,2013-08-09,148.33000183105469,17.450000762939453,RICSU,1,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,4,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,3,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,9,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,8,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,9,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,7,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,3,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,4,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,7,3,2013-07-15
10255,59,30,0,2013-07-12,2013-08-09,148.33000183105469,55,RICSU,1,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,4,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,3,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,9,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,8,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,9,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,7,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,3,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,4,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,7,3,2013-07-15
10255,2,20,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,1,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,4,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,3,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,9,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,8,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,9,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,7,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,3,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,4,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,7,3,2013-07-15
10255,36,25,0,2013-07-12,2013-08-09,148.33000183105469,19,RICSU,1,3,2013-07-15
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,1,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,7,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,4,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,3,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,3,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,7,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,3,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,9,2,2013-07-17
10256,77,12,0,2013-07-15,2013-08-12,13.970000267028809,13,WELLI,4,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,1,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,7,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,4,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,3,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,3,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,7,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,3,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,9,2,2013-07-17
10256,53,15,0,2013-07-15,2013-08-12,13.970000267028809,32.799999237060547,WELLI,4,2,2013-07-17
